region,date,value
Renfrew,2020-04-10,1
Renfrew,2020-04-11,1
Wellington-Dufferin-Guelph Health Unit,2020-02-29,0
Wellington-Dufferin-Guelph Health Unit,2020-03-01,0
Wellington-Dufferin-Guelph Health Unit,2020-03-02,0
Wellington-Dufferin-Guelph Health Unit,2020-03-03,0
Wellington-Dufferin-Guelph Health Unit,2020-03-04,0
Wellington-Dufferin-Guelph Health Unit,2020-03-05,0
Wellington-Dufferin-Guelph Health Unit,2020-03-06,0
Wellington-Dufferin-Guelph Health Unit,2020-03-07,0
Wellington-Dufferin-Guelph Health Unit,2020-03-08,0
Wellington-Dufferin-Guelph Health Unit,2020-03-09,0
Wellington-Dufferin-Guelph Health Unit,2020-03-10,0
Wellington-Dufferin-Guelph Health Unit,2020-03-11,0
Wellington-Dufferin-Guelph Health Unit,2020-03-12,0
Wellington-Dufferin-Guelph Health Unit,2020-03-13,0
Wellington-Dufferin-Guelph Health Unit,2020-03-14,0
Wellington-Dufferin-Guelph Health Unit,2020-03-15,0
Wellington-Dufferin-Guelph Health Unit,2020-03-16,1
Wellington-Dufferin-Guelph Health Unit,2020-03-17,0
Wellington-Dufferin-Guelph Health Unit,2020-03-18,0
Wellington-Dufferin-Guelph Health Unit,2020-03-19,0
Wellington-Dufferin-Guelph Health Unit,2020-03-20,0
Wellington-Dufferin-Guelph Health Unit,2020-03-21,0
Wellington-Dufferin-Guelph Health Unit,2020-03-22,0
Wellington-Dufferin-Guelph Health Unit,2020-03-23,1
Wellington-Dufferin-Guelph Health Unit,2020-03-24,1
Wellington-Dufferin-Guelph Health Unit,2020-03-25,1
Wellington-Dufferin-Guelph Health Unit,2020-03-26,0
Wellington-Dufferin-Guelph Health Unit,2020-03-27,0
Wellington-Dufferin-Guelph Health Unit,2020-03-28,0
Wellington-Dufferin-Guelph Health Unit,2020-03-29,0
Wellington-Dufferin-Guelph Health Unit,2020-03-30,0
Wellington-Dufferin-Guelph Health Unit,2020-03-31,9
Wellington-Dufferin-Guelph Health Unit,2020-04-01,35
Wellington-Dufferin-Guelph Health Unit,2020-04-02,3
Wellington-Dufferin-Guelph Health Unit,2020-04-03,16
Wellington-Dufferin-Guelph Health Unit,2020-04-04,0
Wellington-Dufferin-Guelph Health Unit,2020-04-05,0
Wellington-Dufferin-Guelph Health Unit,2020-04-06,33
Wellington-Dufferin-Guelph Health Unit,2020-04-07,13
Wellington-Dufferin-Guelph Health Unit,2020-04-08,9
Wellington-Dufferin-Guelph Health Unit,2020-04-09,5
Wellington-Dufferin-Guelph Health Unit,2020-04-10,5
Wellington-Dufferin-Guelph Health Unit,2020-04-11,1
Leeds Grenville and Lanark,2020-02-29,0
Leeds Grenville and Lanark,2020-03-01,0
Leeds Grenville and Lanark,2020-03-02,0
Leeds Grenville and Lanark,2020-03-03,0
Leeds Grenville and Lanark,2020-03-04,0
Leeds Grenville and Lanark,2020-03-05,0
Leeds Grenville and Lanark,2020-03-06,0
Leeds Grenville and Lanark,2020-03-07,0
Leeds Grenville and Lanark,2020-03-08,0
Leeds Grenville and Lanark,2020-03-09,0
Leeds Grenville and Lanark,2020-03-10,0
Leeds Grenville and Lanark,2020-03-11,0
Leeds Grenville and Lanark,2020-03-12,0
Leeds Grenville and Lanark,2020-03-13,0
Leeds Grenville and Lanark,2020-03-14,0
Leeds Grenville and Lanark,2020-03-15,0
Leeds Grenville and Lanark,2020-03-16,0
Leeds Grenville and Lanark,2020-03-17,0
Leeds Grenville and Lanark,2020-03-18,0
Leeds Grenville and Lanark,2020-03-19,0
Leeds Grenville and Lanark,2020-03-20,0
Leeds Grenville and Lanark,2020-03-21,0
Leeds Grenville and Lanark,2020-03-22,0
Leeds Grenville and Lanark,2020-03-23,0
Leeds Grenville and Lanark,2020-03-24,0
Leeds Grenville and Lanark,2020-03-25,0
Leeds Grenville and Lanark,2020-03-26,1
Leeds Grenville and Lanark,2020-03-27,0
Leeds Grenville and Lanark,2020-03-28,0
Leeds Grenville and Lanark,2020-03-29,14
Leeds Grenville and Lanark,2020-03-30,0
Leeds Grenville and Lanark,2020-03-31,0
Leeds Grenville and Lanark,2020-04-01,20
Leeds Grenville and Lanark,2020-04-02,5
Leeds Grenville and Lanark,2020-04-03,12
Leeds Grenville and Lanark,2020-04-04,3
Leeds Grenville and Lanark,2020-04-05,6
Leeds Grenville and Lanark,2020-04-06,4
Leeds Grenville and Lanark,2020-04-07,28
Leeds Grenville and Lanark,2020-04-08,30
Leeds Grenville and Lanark,2020-04-09,14
Leeds Grenville and Lanark,2020-04-10,13
Leeds Grenville and Lanark,2020-04-11,37
Timiskaming Health Unit,2020-02-29,0
Timiskaming Health Unit,2020-03-01,0
Timiskaming Health Unit,2020-03-02,0
Timiskaming Health Unit,2020-03-03,0
Timiskaming Health Unit,2020-03-04,0
Timiskaming Health Unit,2020-03-05,0
Timiskaming Health Unit,2020-03-06,0
Timiskaming Health Unit,2020-03-07,0
Timiskaming Health Unit,2020-03-08,0
Timiskaming Health Unit,2020-03-09,0
Timiskaming Health Unit,2020-03-10,0
Timiskaming Health Unit,2020-03-11,0
Timiskaming Health Unit,2020-03-12,0
Timiskaming Health Unit,2020-03-13,0
Timiskaming Health Unit,2020-03-14,0
Timiskaming Health Unit,2020-03-15,0
Timiskaming Health Unit,2020-03-16,0
Timiskaming Health Unit,2020-03-17,0
Timiskaming Health Unit,2020-03-18,0
Timiskaming Health Unit,2020-03-19,0
Timiskaming Health Unit,2020-03-20,0
Timiskaming Health Unit,2020-03-21,0
Timiskaming Health Unit,2020-03-22,0
Timiskaming Health Unit,2020-03-23,0
Timiskaming Health Unit,2020-03-24,0
Timiskaming Health Unit,2020-03-25,1
Timiskaming Health Unit,2020-03-26,0
Timiskaming Health Unit,2020-03-27,0
Timiskaming Health Unit,2020-03-28,0
Timiskaming Health Unit,2020-03-29,0
Timiskaming Health Unit,2020-03-30,1
Timiskaming Health Unit,2020-03-31,0
Timiskaming Health Unit,2020-04-01,0
Timiskaming Health Unit,2020-04-02,1
Timiskaming Health Unit,2020-04-03,0
Timiskaming Health Unit,2020-04-04,2
Timiskaming Health Unit,2020-04-05,0
Timiskaming Health Unit,2020-04-06,0
Timiskaming Health Unit,2020-04-07,0
Timiskaming Health Unit,2020-04-08,2
Timiskaming Health Unit,2020-04-09,0
Timiskaming Health Unit,2020-04-10,0
Timiskaming Health Unit,2020-04-11,0
Haldimand-Norfolk,2020-02-29,0
Haldimand-Norfolk,2020-03-01,0
Haldimand-Norfolk,2020-03-02,0
Haldimand-Norfolk,2020-03-03,0
Haldimand-Norfolk,2020-03-04,0
Haldimand-Norfolk,2020-03-05,0
Haldimand-Norfolk,2020-03-06,0
Haldimand-Norfolk,2020-03-07,0
Haldimand-Norfolk,2020-03-08,0
Haldimand-Norfolk,2020-03-09,0
Haldimand-Norfolk,2020-03-10,0
Haldimand-Norfolk,2020-03-11,0
Haldimand-Norfolk,2020-03-12,0
Haldimand-Norfolk,2020-03-13,0
Haldimand-Norfolk,2020-03-14,0
Haldimand-Norfolk,2020-03-15,0
Haldimand-Norfolk,2020-03-16,0
Haldimand-Norfolk,2020-03-17,0
Haldimand-Norfolk,2020-03-18,0
Haldimand-Norfolk,2020-03-19,0
Haldimand-Norfolk,2020-03-20,0
Haldimand-Norfolk,2020-03-21,0
Haldimand-Norfolk,2020-03-22,0
Haldimand-Norfolk,2020-03-23,0
Haldimand-Norfolk,2020-03-24,0
Haldimand-Norfolk,2020-03-25,0
Haldimand-Norfolk,2020-03-26,1
Haldimand-Norfolk,2020-03-27,4
Haldimand-Norfolk,2020-03-28,0
Haldimand-Norfolk,2020-03-29,0
Haldimand-Norfolk,2020-03-30,18
Haldimand-Norfolk,2020-03-31,0
Haldimand-Norfolk,2020-04-01,4
Haldimand-Norfolk,2020-04-02,7
Haldimand-Norfolk,2020-04-03,9
Haldimand-Norfolk,2020-04-04,15
Haldimand-Norfolk,2020-04-05,3
Haldimand-Norfolk,2020-04-06,20
Haldimand-Norfolk,2020-04-07,28
Haldimand-Norfolk,2020-04-08,1
Haldimand-Norfolk,2020-04-09,9
Haldimand-Norfolk,2020-04-10,4
Haldimand-Norfolk,2020-04-11,4
Lambton Health Unit,2020-02-29,0
Lambton Health Unit,2020-03-01,0
Lambton Health Unit,2020-03-02,0
Lambton Health Unit,2020-03-03,0
Lambton Health Unit,2020-03-04,0
Lambton Health Unit,2020-03-05,0
Lambton Health Unit,2020-03-06,0
Lambton Health Unit,2020-03-07,0
Lambton Health Unit,2020-03-08,0
Lambton Health Unit,2020-03-09,0
Lambton Health Unit,2020-03-10,0
Lambton Health Unit,2020-03-11,0
Lambton Health Unit,2020-03-12,0
Lambton Health Unit,2020-03-13,0
Lambton Health Unit,2020-03-14,0
Lambton Health Unit,2020-03-15,0
Lambton Health Unit,2020-03-16,0
Lambton Health Unit,2020-03-17,0
Lambton Health Unit,2020-03-18,0
Lambton Health Unit,2020-03-19,0
Lambton Health Unit,2020-03-20,0
Lambton Health Unit,2020-03-21,0
Lambton Health Unit,2020-03-22,0
Lambton Health Unit,2020-03-23,0
Lambton Health Unit,2020-03-24,0
Lambton Health Unit,2020-03-25,0
Lambton Health Unit,2020-03-26,5
Lambton Health Unit,2020-03-27,3
Lambton Health Unit,2020-03-28,0
Lambton Health Unit,2020-03-29,0
Lambton Health Unit,2020-03-30,0
Lambton Health Unit,2020-03-31,0
Lambton Health Unit,2020-04-01,48
Lambton Health Unit,2020-04-02,3
Lambton Health Unit,2020-04-03,4
Lambton Health Unit,2020-04-04,5
Lambton Health Unit,2020-04-05,11
Lambton Health Unit,2020-04-06,1
Lambton Health Unit,2020-04-07,6
Lambton Health Unit,2020-04-08,1
Lambton Health Unit,2020-04-09,11
Lambton Health Unit,2020-04-10,7
Lambton Health Unit,2020-04-11,2
Ontario,2020-03-02,18
Ontario,2020-03-03,20
Ontario,2020-03-04,20
Ontario,2020-03-05,22
Ontario,2020-03-06,26
Ontario,2020-03-07,28
Ontario,2020-03-08,29
Ontario,2020-03-09,35
Ontario,2020-03-10,36
Ontario,2020-03-11,42
Ontario,2020-03-12,59
Ontario,2020-03-13,79
Ontario,2020-03-14,103
Ontario,2020-03-15,145
Ontario,2020-03-16,177
Ontario,2020-03-17,189
Ontario,2020-03-18,214
Ontario,2020-03-19,258
Ontario,2020-03-20,318
Ontario,2020-03-21,377
Ontario,2020-03-22,425
Ontario,2020-03-23,503
Ontario,2020-03-24,588
Ontario,2020-03-25,688
Ontario,2020-03-26,858
Ontario,2020-03-27,993
Ontario,2020-03-28,1144
Ontario,2020-03-29,1355
Ontario,2020-03-30,1706
Ontario,2020-03-31,1966
Ontario,2020-04-01,2392
Ontario,2020-04-02,2793
Ontario,2020-04-03,3255
Ontario,2020-04-04,3630
Ontario,2020-04-05,4038
Ontario,2020-04-06,4347
Ontario,2020-04-07,4726
Ontario,2020-04-08,5276
Ontario,2020-04-09,5759
Ontario,2020-04-10,6237
Ontario,2020-04-11,6648
Ontario,2020-04-12,7049
